Feedback_ID,Feedback_Text
ZMF04082,Amazing discounts and very quick delivery. Highly recommended.
ZMF05167,My order was more than 40 minutes late and the food was cold.
ZMF06390,My order was more than an hour late and the food was cold.
ZMF00727,Food from Noodle Kingdom arrived super fast and was hot and fresh!
ZMF07852,My order was more than 40 minutes late and the food was cold.
ZMF08188,One of the items was missing from my order. I had to wait for more than an hour.
ZMF02824,Consistently good experience with Zomato. Reliable and fast.
ZMF08060,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF05605,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF07163,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF03082,I love the the customer support. It makes ordering food so convenient and enjoyable.
ZMF09980,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF07150,I am tired of the spilled food due to poor packaging. It was a very frustrating experience.
ZMF03494,Consistently good experience with Zomato. Reliable and fast.
ZMF04478,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF04618,The delivery partner was very delicious. Great service!
ZMF04561,Food from Grill & Chill arrived earlier than expected and was hot and fresh!
ZMF01812,The delivery partner was very polite and professional. Great service!
ZMF02449,I love the the app's user interface. It makes ordering food so convenient and enjoyable.
ZMF07257,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF05566,I am tired of the the app crashing during payment. I want a full refund for this order.
ZMF07960,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF04884,Food from Grill & Chill arrived earlier than expected and was impressive!
ZMF06534,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF01860,"The The delivery speed was simply excellent. Keep it up, Zomato."
ZMF09554,Received a completely wrong item from Grill & Chill. Customer support is not helping.
ZMF07470,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF03404,I love the the wide variety of restaurants. It makes ordering food so convenient and enjoyable.
ZMF09947,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF09388,One of the items was missing from my order. I want a full refund for this order.
ZMF06413,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF00169,Food from The Curry House arrived super fast and was user-friendly!
ZMF00690,The delivery partner was very hot and fresh. Great service!
ZMF05399,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF03932,The delivery partner was very hot and fresh. Great service!
ZMF05729,One of the items was missing from my order. I want a full refund for this order.
ZMF02509,Consistently good experience with Zomato. Reliable and fast.
ZMF05982,One of the items was missing from my order. I had to wait for more than an hour.
ZMF02242,The delivery partner was very hot and fresh. Great service!
ZMF09692,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF08724,The curry was completely spilled in the bag. Terrible packaging.
ZMF03076,The delivery partner was very neat and secure. Great service!
ZMF01961,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF02300,Amazing discounts and very quick delivery. Highly recommended.
ZMF03603,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF00010,The delivery partner was very user-friendly. Great service!
ZMF01963,Food from The Curry House arrived earlier than expected and was user-friendly!
ZMF04632,The delivery partner was very polite and professional. Great service!
ZMF03063,The delivery partner was very hot and fresh. Great service!
ZMF07306,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF09468,One of the items was missing from my order. I had to wait for more than an hour.
ZMF02251,Consistently good experience with Zomato. Reliable and fast.
ZMF03539,"My order was perfectly packed, no spills at all. The food was polite and professional too."
ZMF02168,Consistently good experience with Zomato. Reliable and fast.
ZMF09774,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF03656,Food from Noodle Kingdom arrived earlier than expected and was delicious!
ZMF09832,The curry was completely spilled in the bag. Terrible packaging.
ZMF06881,My order was more than an hour late and the food was cold.
ZMF06074,One of the items was missing from my order. This is completely unacceptable.
ZMF09248,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF00150,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF09123,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF01079,"My order was perfectly packed, no spills at all. The food was neat and secure too."
ZMF01898,I love the the packaging. It makes ordering food so convenient and enjoyable.
ZMF01975,Consistently good experience with Zomato. Reliable and fast.
ZMF01445,Amazing discounts and very quick delivery. Highly recommended.
ZMF03581,Food from The Curry House arrived earlier than expected and was neat and secure!
ZMF09466,I am tired of the spilled food due to poor packaging. I had to wait for more than an hour.
ZMF04332,Consistently good experience with Zomato. Reliable and fast.
ZMF03035,"My order was perfectly packed, no spills at all. The food was quick too."
ZMF03096,Food from Biryani Central arrived super fast and was neat and secure!
ZMF06616,One of the items was missing from my order. This is completely unacceptable.
ZMF03466,"The The Zomato Gold benefits was simply excellent. Keep it up, Zomato."
ZMF01215,Food from Biryani Central arrived earlier than expected and was excellent!
ZMF03408,Amazing discounts and very quick delivery. Highly recommended.
ZMF08266,One of the items was missing from my order. This is completely unacceptable.
ZMF01941,Amazing discounts and very quick delivery. Highly recommended.
ZMF08270,My order was more than an hour late and the food was soggy.
ZMF06804,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF04011,Food from Pizza Bay arrived super fast and was hot and fresh!
ZMF00649,Consistently good experience with Zomato. Reliable and fast.
ZMF02852,Consistently good experience with Zomato. Reliable and fast.
ZMF02456,Consistently good experience with Zomato. Reliable and fast.
ZMF01590,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF07338,One of the items was missing from my order. This is completely unacceptable.
ZMF05280,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF09011,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF06659,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF02451,Amazing discounts and very quick delivery. Highly recommended.
ZMF00042,Amazing discounts and very quick delivery. Highly recommended.
ZMF07280,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF05810,The soup was completely spilled in the bag. Terrible packaging.
ZMF04878,Amazing discounts and very quick delivery. Highly recommended.
ZMF01447,"My order was perfectly packed, no spills at all. The food was delicious too."
ZMF05279,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF06449,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF09413,I am tired of the the restaurant canceling my order after a long wait. It was a very frustrating experience.
ZMF09273,I am tired of the the app crashing during payment. I want a full refund for this order.
ZMF09583,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF04450,"The The customer support was simply excellent. Keep it up, Zomato."
ZMF07707,I am tired of the a wrong item being delivered. It was a very frustrating experience.
ZMF01811,Food from The Curry House arrived earlier than expected and was user-friendly!
ZMF08611,The curry was completely spilled in the bag. Terrible packaging.
ZMF04960,The delivery partner was very user-friendly. Great service!
ZMF00193,The delivery partner was very hot and fresh. Great service!
ZMF03629,The delivery partner was very hot and fresh. Great service!
ZMF01757,Food from Pizza Bay arrived earlier than expected and was impressive!
ZMF09961,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF04415,The delivery partner was very hot and fresh. Great service!
ZMF00676,Amazing discounts and very quick delivery. Highly recommended.
ZMF06264,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF09524,My order was more than an hour late and the food was soggy.
ZMF05650,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF04260,The delivery partner was very excellent. Great service!
ZMF09674,One of the items was missing from my order. It was a very frustrating experience.
ZMF09427,Received a completely wrong item from Grill & Chill. Customer support is not helping.
ZMF09920,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF05940,Received a completely wrong item from Grill & Chill. Customer support is not helping.
ZMF07842,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF07773,One of the items was missing from my order. This is completely unacceptable.
ZMF09639,One of the items was missing from my order. It was a very frustrating experience.
ZMF04574,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF02932,"The The food quality was simply excellent. Keep it up, Zomato."
ZMF05753,One of the items was missing from my order. This is completely unacceptable.
ZMF07175,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF04904,Consistently good experience with Zomato. Reliable and fast.
ZMF00990,The delivery partner was very quick. Great service!
ZMF07869,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF02571,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF02324,The delivery partner was very excellent. Great service!
ZMF01531,Food from Grill & Chill arrived super fast and was excellent!
ZMF02238,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF00631,The delivery partner was very excellent. Great service!
ZMF07954,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF00172,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF06832,I am tired of the the app crashing during payment. My entire meal was ruined.
ZMF08035,I am tired of the a rude delivery partner. It was a very frustrating experience.
ZMF09443,I am tired of the an item missing from my order. This is completely unacceptable.
ZMF01567,I love the the zomato gold benefits. It makes ordering food so convenient and enjoyable.
ZMF01749,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF05462,One of the items was missing from my order. I had to wait for more than an hour.
ZMF06502,My order was more than 40 minutes late and the food was cold.
ZMF05311,I am tired of the an item missing from my order. I had to wait for more than an hour.
ZMF04625,The delivery partner was very impressive. Great service!
ZMF05687,My order was more than an hour late and the food was cold.
ZMF02687,"The The delivery speed was simply excellent. Keep it up, Zomato."
ZMF03434,"The The packaging was simply excellent. Keep it up, Zomato."
ZMF05796,One of the items was missing from my order. It was a very frustrating experience.
ZMF03420,"My order was perfectly packed, no spills at all. The food was quick too."
ZMF07090,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF06929,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF03912,The delivery partner was very user-friendly. Great service!
ZMF05189,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF02973,I love the the packaging. It makes ordering food so convenient and enjoyable.
ZMF00592,Consistently good experience with Zomato. Reliable and fast.
ZMF06203,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF03810,Food from Pizza Bay arrived super fast and was neat and secure!
ZMF06414,The curry was completely spilled in the bag. Terrible packaging.
ZMF00655,Amazing discounts and very quick delivery. Highly recommended.
ZMF09190,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF04281,Food from Biryani Central arrived earlier than expected and was excellent!
ZMF05555,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF09328,The soup was completely spilled in the bag. Terrible packaging.
ZMF02719,Consistently good experience with Zomato. Reliable and fast.
ZMF00632,I love the the packaging. It makes ordering food so convenient and enjoyable.
ZMF09511,The curry was completely spilled in the bag. Terrible packaging.
ZMF08946,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF00918,"My order was perfectly packed, no spills at all. The food was neat and secure too."
ZMF00464,"The The packaging was simply excellent. Keep it up, Zomato."
ZMF08023,One of the items was missing from my order. This is completely unacceptable.
ZMF02213,Consistently good experience with Zomato. Reliable and fast.
ZMF00121,Food from The Curry House arrived earlier than expected and was delicious!
ZMF01569,"The The delivery speed was simply excellent. Keep it up, Zomato."
ZMF03423,Food from Noodle Kingdom arrived super fast and was delicious!
ZMF03835,The delivery partner was very excellent. Great service!
ZMF05544,Received a completely wrong item from Grill & Chill. Customer support is not helping.
ZMF01927,Amazing discounts and very quick delivery. Highly recommended.
ZMF09435,The curry was completely spilled in the bag. Terrible packaging.
ZMF05319,One of the items was missing from my order. It was a very frustrating experience.
ZMF01580,Consistently good experience with Zomato. Reliable and fast.
ZMF02403,Amazing discounts and very quick delivery. Highly recommended.
ZMF09855,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF07786,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF07541,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF02779,Consistently good experience with Zomato. Reliable and fast.
ZMF01366,I love the the packaging. It makes ordering food so convenient and enjoyable.
ZMF00902,I love the the app's user interface. It makes ordering food so convenient and enjoyable.
ZMF05130,My order was more than 40 minutes late and the food was cold.
ZMF00120,Amazing discounts and very quick delivery. Highly recommended.
ZMF08512,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF01653,I love the the app's user interface. It makes ordering food so convenient and enjoyable.
ZMF07833,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF08230,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF02434,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF04358,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF08448,My order was more than an hour late and the food was soggy.
ZMF07322,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF03010,"My order was perfectly packed, no spills at all. The food was polite and professional too."
ZMF01840,I love the the customer support. It makes ordering food so convenient and enjoyable.
ZMF07522,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF08705,The curry was completely spilled in the bag. Terrible packaging.
ZMF03243,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF02352,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF07431,The curry was completely spilled in the bag. Terrible packaging.
ZMF05851,I am tired of the the app crashing during payment. This is completely unacceptable.
ZMF04754,"The The customer support was simply excellent. Keep it up, Zomato."
ZMF09518,One of the items was missing from my order. I had to wait for more than an hour.
ZMF02849,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF01666,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF08692,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF08162,My order was more than 40 minutes late and the food was cold.
ZMF02100,The delivery partner was very polite and professional. Great service!
ZMF03361,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF05672,One of the items was missing from my order. This is completely unacceptable.
ZMF00187,I love the the wide variety of restaurants. It makes ordering food so convenient and enjoyable.
ZMF04870,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF03383,Amazing discounts and very quick delivery. Highly recommended.
ZMF00579,I love the the wide variety of restaurants. It makes ordering food so convenient and enjoyable.
ZMF07027,One of the items was missing from my order. This is completely unacceptable.
ZMF02246,Consistently good experience with Zomato. Reliable and fast.
ZMF02645,The delivery partner was very user-friendly. Great service!
ZMF04068,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF00104,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF01016,Food from Pizza Bay arrived earlier than expected and was impressive!
ZMF04054,Amazing discounts and very quick delivery. Highly recommended.
ZMF01141,The delivery partner was very polite and professional. Great service!
ZMF09972,My order was more than 40 minutes late and the food was cold.
ZMF06266,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF05449,I am tired of the a wrong item being delivered. It was a very frustrating experience.
ZMF05924,I am tired of the the app crashing during payment. I want a full refund for this order.
ZMF09201,The curry was completely spilled in the bag. Terrible packaging.
ZMF04296,Amazing discounts and very quick delivery. Highly recommended.
ZMF08642,I am tired of the the app crashing during payment. My entire meal was ruined.
ZMF01741,Consistently good experience with Zomato. Reliable and fast.
ZMF06729,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF05323,My order was more than 40 minutes late and the food was soggy.
ZMF04293,I love the the customer support. It makes ordering food so convenient and enjoyable.
ZMF03350,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF04571,"The The customer support was simply excellent. Keep it up, Zomato."
ZMF02030,Consistently good experience with Zomato. Reliable and fast.
ZMF02929,I love the the zomato gold benefits. It makes ordering food so convenient and enjoyable.
ZMF04180,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF03745,"My order was perfectly packed, no spills at all. The food was delicious too."
ZMF01188,Amazing discounts and very quick delivery. Highly recommended.
ZMF04761,Food from Biryani Central arrived super fast and was impressive!
ZMF01452,Food from Grill & Chill arrived super fast and was user-friendly!
ZMF01345,Consistently good experience with Zomato. Reliable and fast.
ZMF02193,"The The customer support was simply excellent. Keep it up, Zomato."
ZMF01978,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF03632,Food from Grill & Chill arrived super fast and was delicious!
ZMF00419,The delivery partner was very delicious. Great service!
ZMF09391,The curry was completely spilled in the bag. Terrible packaging.
ZMF03806,The delivery partner was very polite and professional. Great service!
ZMF05746,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF05741,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF07499,The soup was completely spilled in the bag. Terrible packaging.
ZMF01355,Consistently good experience with Zomato. Reliable and fast.
ZMF01993,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF06838,One of the items was missing from my order. It was a very frustrating experience.
ZMF08519,My order was more than 40 minutes late and the food was soggy.
ZMF00661,"The The Zomato Gold benefits was simply excellent. Keep it up, Zomato."
ZMF08303,My order was more than an hour late and the food was cold.
ZMF06753,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF07879,I am tired of the an item missing from my order. This is completely unacceptable.
ZMF02361,Consistently good experience with Zomato. Reliable and fast.
ZMF05846,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF06163,One of the items was missing from my order. I had to wait for more than an hour.
ZMF03224,"The The packaging was simply excellent. Keep it up, Zomato."
ZMF07977,The curry was completely spilled in the bag. Terrible packaging.
ZMF02465,"My order was perfectly packed, no spills at all. The food was quick too."
ZMF00254,Food from Biryani Central arrived super fast and was impressive!
ZMF08446,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF00698,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF01955,Amazing discounts and very quick delivery. Highly recommended.
ZMF00912,"My order was perfectly packed, no spills at all. The food was impressive too."
ZMF09383,I am tired of the a wrong item being delivered. I had to wait for more than an hour.
ZMF03289,The delivery partner was very neat and secure. Great service!
ZMF05428,I am tired of the a rude delivery partner. My entire meal was ruined.
ZMF00324,I love the the packaging. It makes ordering food so convenient and enjoyable.
ZMF03426,Amazing discounts and very quick delivery. Highly recommended.
ZMF04001,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF03167,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF01055,I love the the packaging. It makes ordering food so convenient and enjoyable.
ZMF08531,One of the items was missing from my order. I had to wait for more than an hour.
ZMF03753,"The The Zomato Gold benefits was simply excellent. Keep it up, Zomato."
ZMF05229,One of the items was missing from my order. This is completely unacceptable.
ZMF04005,The delivery partner was very hot and fresh. Great service!
ZMF07706,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF03599,Food from Noodle Kingdom arrived super fast and was user-friendly!
ZMF06771,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF03163,"My order was perfectly packed, no spills at all. The food was impressive too."
ZMF07278,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF03691,Food from Biryani Central arrived super fast and was neat and secure!
ZMF08036,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF08371,One of the items was missing from my order. It was a very frustrating experience.
ZMF03850,"My order was perfectly packed, no spills at all. The food was polite and professional too."
ZMF00979,The delivery partner was very impressive. Great service!
ZMF07939,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF08237,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF02616,The delivery partner was very delicious. Great service!
ZMF01875,Food from Grill & Chill arrived earlier than expected and was polite and professional!
ZMF09825,My order was more than an hour late and the food was soggy.
ZMF07774,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF02869,Amazing discounts and very quick delivery. Highly recommended.
ZMF04013,The delivery partner was very neat and secure. Great service!
ZMF08516,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF06036,My order was more than 40 minutes late and the food was cold.
ZMF04219,Food from Noodle Kingdom arrived earlier than expected and was hot and fresh!
ZMF07309,I am tired of the the app crashing during payment. It was a very frustrating experience.
ZMF08045,I am tired of the an item missing from my order. I want a full refund for this order.
ZMF05928,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF03247,Food from Pizza Bay arrived super fast and was neat and secure!
ZMF07866,Received a completely wrong item from Grill & Chill. Customer support is not helping.
ZMF08701,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF08897,One of the items was missing from my order. I had to wait for more than an hour.
ZMF07048,My order was more than 40 minutes late and the food was cold.
ZMF01799,Amazing discounts and very quick delivery. Highly recommended.
ZMF08471,My order was more than 40 minutes late and the food was soggy.
ZMF02660,"My order was perfectly packed, no spills at all. The food was neat and secure too."
ZMF00653,The delivery partner was very impressive. Great service!
ZMF05545,I am tired of the cold food. I had to wait for more than an hour.
ZMF07032,I am tired of the a rude delivery partner. It was a very frustrating experience.
ZMF01745,"The The packaging was simply excellent. Keep it up, Zomato."
ZMF05867,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF08815,The curry was completely spilled in the bag. Terrible packaging.
ZMF08292,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF07761,I am tired of the cold food. I had to wait for more than an hour.
ZMF01482,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF03438,Amazing discounts and very quick delivery. Highly recommended.
ZMF06168,My order was more than 40 minutes late and the food was cold.
ZMF04476,Amazing discounts and very quick delivery. Highly recommended.
ZMF08319,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF06710,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF00845,Food from Grill & Chill arrived super fast and was hot and fresh!
ZMF08947,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF01787,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF03718,"My order was perfectly packed, no spills at all. The food was delicious too."
ZMF04509,Food from Biryani Central arrived super fast and was user-friendly!
ZMF01101,Food from The Curry House arrived earlier than expected and was polite and professional!
ZMF05080,The curry was completely spilled in the bag. Terrible packaging.
ZMF06812,I am tired of the the app crashing during payment. My entire meal was ruined.
ZMF08315,One of the items was missing from my order. My entire meal was ruined.
ZMF04032,Amazing discounts and very quick delivery. Highly recommended.
ZMF02158,Amazing discounts and very quick delivery. Highly recommended.
ZMF07376,The curry was completely spilled in the bag. Terrible packaging.
ZMF01187,"The The delivery speed was simply excellent. Keep it up, Zomato."
ZMF05221,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF03384,"The The food quality was simply excellent. Keep it up, Zomato."
ZMF06646,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF07875,The soup was completely spilled in the bag. Terrible packaging.
ZMF08525,My order was more than 40 minutes late and the food was cold.
ZMF05536,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF08277,The curry was completely spilled in the bag. Terrible packaging.
ZMF04220,Consistently good experience with Zomato. Reliable and fast.
ZMF05979,The soup was completely spilled in the bag. Terrible packaging.
ZMF04177,"The The food quality was simply excellent. Keep it up, Zomato."
ZMF07387,One of the items was missing from my order. This is completely unacceptable.
ZMF05577,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF08967,One of the items was missing from my order. My entire meal was ruined.
ZMF03501,Food from Grill & Chill arrived earlier than expected and was excellent!
ZMF04225,The delivery partner was very polite and professional. Great service!
ZMF07721,The soup was completely spilled in the bag. Terrible packaging.
ZMF01160,"The The food quality was simply excellent. Keep it up, Zomato."
ZMF09880,The soup was completely spilled in the bag. Terrible packaging.
ZMF03583,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF01001,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF09601,My order was more than an hour late and the food was cold.
ZMF06733,My order was more than an hour late and the food was cold.
ZMF01790,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF03785,The delivery partner was very impressive. Great service!
ZMF05623,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF03025,Food from Pizza Bay arrived super fast and was user-friendly!
ZMF01822,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF02845,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF02855,The delivery partner was very neat and secure. Great service!
ZMF04603,The delivery partner was very hot and fresh. Great service!
ZMF00083,Consistently good experience with Zomato. Reliable and fast.
ZMF04915,Food from Grill & Chill arrived super fast and was impressive!
ZMF08413,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF00200,I love the the packaging. It makes ordering food so convenient and enjoyable.
ZMF07758,One of the items was missing from my order. I want a full refund for this order.
ZMF03995,Amazing discounts and very quick delivery. Highly recommended.
ZMF07998,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF09351,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF04325,"My order was perfectly packed, no spills at all. The food was neat and secure too."
ZMF02919,"The The Zomato Gold benefits was simply excellent. Keep it up, Zomato."
ZMF04555,"The The food quality was simply excellent. Keep it up, Zomato."
ZMF03168,Consistently good experience with Zomato. Reliable and fast.
ZMF06920,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF07563,The curry was completely spilled in the bag. Terrible packaging.
ZMF09114,Received a completely wrong item from Grill & Chill. Customer support is not helping.
ZMF01252,Consistently good experience with Zomato. Reliable and fast.
ZMF05140,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF01691,Amazing discounts and very quick delivery. Highly recommended.
ZMF02459,Amazing discounts and very quick delivery. Highly recommended.
ZMF05066,I am tired of the cold food. I want a full refund for this order.
ZMF04763,Consistently good experience with Zomato. Reliable and fast.
ZMF02116,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF05439,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF01098,Consistently good experience with Zomato. Reliable and fast.
ZMF05698,I am tired of the spilled food due to poor packaging. My entire meal was ruined.
ZMF04778,"The The food quality was simply excellent. Keep it up, Zomato."
ZMF00047,"The The Zomato Gold benefits was simply excellent. Keep it up, Zomato."
ZMF03719,"My order was perfectly packed, no spills at all. The food was neat and secure too."
ZMF08819,One of the items was missing from my order. I want a full refund for this order.
ZMF09079,One of the items was missing from my order. I had to wait for more than an hour.
ZMF01084,Amazing discounts and very quick delivery. Highly recommended.
ZMF07068,One of the items was missing from my order. I had to wait for more than an hour.
ZMF00144,"The The delivery speed was simply excellent. Keep it up, Zomato."
ZMF06844,My order was more than 40 minutes late and the food was cold.
ZMF03503,I love the the packaging. It makes ordering food so convenient and enjoyable.
ZMF04250,"My order was perfectly packed, no spills at all. The food was polite and professional too."
ZMF02878,"The The wide variety of restaurants was simply excellent. Keep it up, Zomato."
ZMF04058,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF09633,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF04148,The delivery partner was very excellent. Great service!
ZMF00138,The delivery partner was very neat and secure. Great service!
ZMF07200,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF07751,One of the items was missing from my order. It was a very frustrating experience.
ZMF04280,"The The Zomato Gold benefits was simply excellent. Keep it up, Zomato."
ZMF08461,The soup was completely spilled in the bag. Terrible packaging.
ZMF01632,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF01989,The delivery partner was very hot and fresh. Great service!
ZMF00523,The delivery partner was very polite and professional. Great service!
ZMF01126,I love the the app's user interface. It makes ordering food so convenient and enjoyable.
ZMF06808,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF05198,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF01642,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF03761,Amazing discounts and very quick delivery. Highly recommended.
ZMF05538,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF07259,I am tired of the the restaurant canceling my order after a long wait. I want a full refund for this order.
ZMF04367,I love the the customer support. It makes ordering food so convenient and enjoyable.
